0, 26
1, 27
2, 23
3, 27
4, 22
5, 27
6, 15
7, 30
8, 20
9, 25
10, 23
11, 22
12, 19
13, 25
14, 19
15, 37
16, 24
17, 22
18, 21
19, 31
20, 30
21, 16
22, 23
23, 42
24, 26
25, 19
26, 24
27, 22
28, 29
29, 16
30, 32
31, 18
32, 29
33, 30
34, 21
35, 31
36, 16
37, 27
38, 27
39, 25
40, 23
41, 29
42, 24
43, 30
44, 16
45, 19
46, 19
47, 32
48, 27
49, 28
50, 19
51, 34
52, 26
53, 33
54, 24
55, 30
56, 28
57, 20
58, 28
59, 24
60, 31
61, 28
62, 33
63, 24
64, 25
65, 31
66, 32
67, 16
68, 26
69, 35
70, 25
71, 19
72, 24
73, 27
74, 17
75, 24
76, 25
77, 22
78, 26
79, 19
80, 18
81, 36
82, 19
83, 26
84, 25
85, 31
86, 21
87, 21
88, 32
89, 19
90, 19
91, 27
92, 16
93, 25
94, 30
95, 19
96, 25
97, 25
98, 20
99, 21
100, 18
101, 29
102, 21
103, 23
104, 23
105, 27
106, 24
107, 30
108, 31
109, 20
110, 18
111, 21
112, 25
113, 28
114, 26
115, 21
116, 25
117, 26
118, 30
119, 20
120, 22
121, 30
122, 26
123, 24
124, 25
125, 23
126, 23
127, 31
128, 19
129, 21
130, 29
131, 19
132, 31
133, 25
134, 16
135, 18
136, 27
137, 25
138, 23
139, 21
140, 24
141, 28
142, 29
143, 30
144, 23
145, 33
146, 23
147, 24
148, 20
149, 25
150, 21
151, 30
152, 28
153, 20
154, 19
155, 25
156, 23
157, 18
158, 36
159, 25
160, 26
161, 24
162, 25
163, 23
164, 35
165, 26
166, 27
167, 23
168, 27
169, 12
170, 30
171, 27
172, 24
173, 20
174, 30
175, 19
176, 18
177, 23
178, 24
179, 24
180, 18
181, 24
182, 19
183, 26
184, 25
185, 27
186, 20
187, 20
188, 24
189, 17
190, 29
191, 22
192, 28
193, 25
194, 31
195, 21
196, 24
197, 32
198, 32
199, 25
200, 20
201, 26
202, 19
203, 19
204, 23
205, 22
206, 18
207, 23
208, 22
209, 25
210, 29
211, 26
212, 23
213, 24
214, 30
215, 23
216, 31
217, 25
218, 25
219, 31
220, 21
221, 24
222, 15
223, 18
224, 27
225, 25
226, 30
227, 29
228, 24
229, 17
230, 28
231, 29
232, 13
233, 22
234, 24
235, 24
236, 27
237, 20
238, 30
239, 24
240, 17
241, 16
242, 23
243, 20
244, 27
245, 27
246, 14
247, 28
248, 33
249, 30
250, 20
251, 31
252, 27
253, 34
254, 16
255, 30
256, 22
257, 24
258, 25
259, 24
260, 24
261, 30
262, 24
263, 23
264, 25
265, 29
266, 25
267, 32
268, 24
269, 28
270, 15
271, 34
272, 28
273, 26
274, 24
275, 22
276, 34
277, 32
278, 19
279, 22
280, 17
281, 23
282, 29
283, 27
284, 25
285, 18
286, 30
287, 26
288, 20
289, 21
290, 23
291, 35
292, 20
293, 27
294, 33
295, 22
296, 27
297, 29
298, 19
299, 21
300, 30
301, 26
302, 27
303, 22
304, 19
305, 23
306, 21
307, 24
308, 19
309, 26
310, 22
311, 17
312, 20
313, 19
314, 26
315, 25
316, 27
317, 20
318, 25
319, 25
320, 30
321, 21
322, 24
323, 23
324, 23
325, 27
326, 26
327, 18
328, 25
329, 23
330, 23
331, 26
332, 23
333, 15
334, 26
335, 27
336, 26
337, 18
338, 28
339, 26
340, 24
341, 26
342, 21
343, 27
344, 18
345, 26
346, 25
347, 22
348, 26
349, 23
350, 23
351, 21
352, 21
353, 15
354, 23
355, 28
356, 23
357, 40
358, 17
359, 26
360, 33
361, 24
362, 23
363, 28
364, 19
365, 25
366, 17
367, 27
368, 34
369, 33
370, 25
371, 30
372, 31
373, 30
374, 25
375, 21
376, 24
377, 20
378, 28
379, 22
380, 19
381, 27
382, 23
383, 23
384, 27
385, 23
386, 20
387, 20
388, 22
389, 25
390, 27
391, 19
392, 18
393, 21
394, 22
395, 23
396, 29
397, 30
398, 22
399, 27
400, 24
401, 27
402, 26
403, 28
404, 28
405, 14
406, 32
407, 21
408, 21
409, 18
410, 28
411, 22
412, 25
413, 29
414, 27
415, 27
416, 27
417, 23
418, 20
419, 25
420, 22
421, 26
422, 27
423, 23
424, 21
425, 21
426, 21
427, 22
428, 28
429, 32
430, 28
431, 24
432, 32
433, 19
434, 27
435, 26
436, 29
437, 28
438, 23
439, 25
440, 23
441, 24
442, 25
443, 23
444, 22
445, 20
446, 28
447, 25
448, 30
449, 25
450, 8
451, 26
452, 26
453, 19
454, 28
455, 20
456, 24
457, 30
458, 35
459, 25
460, 23
461, 22
462, 27
463, 21
464, 21
465, 11
466, 16
467, 23
468, 25
469, 27
470, 29
471, 28
472, 24
473, 18
474, 24
475, 26
476, 26
477, 20
478, 33
479, 30
480, 23
481, 29
482, 19
483, 19
484, 28
485, 17
486, 21
487, 25
488, 37
489, 24
490, 24
491, 24
492, 25
493, 24
494, 18
495, 27
496, 32
497, 23
498, 26
499, 21
500, 29
501, 35
502, 17
503, 22
504, 26
505, 34
506, 24
507, 20
508, 22
509, 20
510, 34
511, 27
512, 28
513, 30
514, 27
515, 19
516, 31
517, 22
518, 28
519, 16
520, 26
521, 20
522, 28
523, 12
524, 23
525, 26
526, 24
527, 24
528, 32
529, 24
530, 20
531, 23
532, 28
533, 22
534, 23
535, 28
536, 26
537, 29
538, 21
539, 25
540, 19
541, 24
542, 36
543, 18
544, 23
545, 29
546, 23
547, 28
548, 17
549, 27
550, 20
551, 25
552, 31
553, 38
554, 28
555, 21
556, 28
557, 21
558, 26
559, 31
560, 24
561, 27
562, 20
563, 18
564, 23
565, 23
566, 24
567, 25
568, 35
569, 28
570, 28
571, 32
572, 28
573, 22
574, 29
575, 19
576, 21
577, 22
578, 30
579, 15
580, 21
581, 25
582, 26
583, 17
584, 21
585, 19
586, 25
587, 22
588, 22
589, 20
590, 20
591, 23
592, 33
593, 17
594, 23
595, 26
596, 30
597, 23
598, 26
599, 27
600, 22
601, 18
602, 23
603, 30
604, 23
605, 26
606, 28
607, 12
608, 21
609, 25
610, 19
611, 20
612, 23
613, 26
614, 31
615, 19
616, 17
617, 23
618, 28
619, 29
620, 29
621, 30
622, 30
623, 14
624, 23
625, 28
626, 18
627, 29
628, 27
629, 24
630, 32
631, 27
632, 20
633, 23
634, 19
635, 34
636, 22
637, 24
638, 24
639, 27
640, 18
641, 27
642, 15
643, 18
644, 28
645, 21
646, 21
647, 20
648, 31
649, 17
650, 24
651, 31
652, 22
653, 24
654, 28
655, 27
656, 22
657, 20
658, 28
659, 23
660, 32
661, 20
662, 28
663, 20
664, 24
665, 23
666, 30
667, 33
668, 24
669, 23
670, 31
671, 25
672, 20
673, 24
674, 28
675, 24
676, 26
677, 18
678, 24
679, 27
680, 25
681, 16
682, 31
683, 28
684, 29
685, 26
686, 23
687, 22
688, 21
689, 24
690, 19
691, 17
692, 31
693, 22
694, 24
695, 16
696, 19
697, 19
698, 16
699, 30
700, 23
701, 20
702, 23
703, 24
704, 24
705, 30
706, 18
707, 25
708, 27
709, 20
710, 24
711, 20
